分類コード,金額,地域コード,年,月
5.2.1,2718,28100,2025,5
5.2.2,2487,28100,2025,5
5.2.3,295,28100,2025,5
5.3.1,1544,28100,2025,5
5.3.2,1470,28100,2025,5
5.3.3,65,28100,2025,5
5.4.1,232,28100,2025,5
5.4.2,881,28100,2025,5
5.4.3,101,28100,2025,5
7.2.1,0,28100,2025,5
7.2.2,0,28100,2025,5
7.2.3,17083,28100,2025,5
9.4.1,2906,28100,2025,5
9.4.2,2126,28100,2025,5
9.4.3,4732,28100,2025,5
9.4.4,8185,28100,2025,5
10.1.1,4282,28100,2025,5
10.1.2,5616,28100,2025,5
10.1.3,4959,28100,2025,5
10.1.4,449,28100,2025,5
10.1.5,6771,28100,2025,5
10.3.1,3304,28100,2025,5
10.3.2,68,28100,2025,5
10.3.3,679,28100,2025,5
10.3.4,299,28100,2025,5
10.3.5,25,28100,2025,5
10.3.6,1074,28100,2025,5
10.3.7,3954,28100,2025,5
1.1.1,3291,29201,2025,5
1.1.2,2951,29201,2025,5
1.1.3,2080,29201,2025,5
1.1.4,469,29201,2025,5
1.2.1,2614,29201,2025,5
1.2.2,1293,29201,2025,5
1.2.3,771,29201,2025,5
1.2.4,992,29201,2025,5
1.3.1,9193,29201,2025,5
1.3.2,1845,29201,2025,5
1.4.1,1235,29201,2025,5
1.4.2,2269,29201,2025,5
1.4.3,1536,29201,2025,5
1.5.1,7424,29201,2025,5
1.5.2,635,29201,2025,5
1.5.3,1044,29201,2025,5
1.5.4,960,29201,2025,5
1.6.1,2238,29201,2025,5
1.6.2,345,29201,2025,5
1.7.1,567,29201,2025,5
1.7.2,4191,29201,2025,5
1.9.1,4697,29201,2025,5
1.9.2,5562,29201,2025,5
1.10.1,897,29201,2025,5
1.10.2,1093,29201,2025,5
1.10.3,3673,29201,2025,5
1.12.1,15777,29201,2025,5
1.12.2,454,29201,2025,5
2.2.1,511,29201,2025,5
2.2.2,1580,29201,2025,5
4.1.1,969,29201,2025,5
4.1.2,75,29201,2025,5
4.1.3,185,29201,2025,5
5.2.1,1605,29201,2025,5
5.2.2,1165,29201,2025,5
5.2.3,102,29201,2025,5
5.3.1,1650,29201,2025,5
5.3.2,769,29201,2025,5
5.3.3,28,29201,2025,5
5.4.1,340,29201,2025,5
5.4.2,991,29201,2025,5
5.4.3,260,29201,2025,5
7.2.1,0,29201,2025,5
7.2.2,0,29201,2025,5
7.2.3,22915,29201,2025,5
9.4.1,2695,29201,2025,5
9.4.2,0,29201,2025,5
9.4.3,3744,29201,2025,5
9.4.4,9661,29201,2025,5
10.1.1,4298,29201,2025,5
10.1.2,5693,29201,2025,5
10.1.3,3132,29201,2025,5
10.1.4,531,29201,2025,5
10.1.5,8849,29201,2025,5
10.3.1,3115,29201,2025,5
10.3.2,142,29201,2025,5
10.3.3,20,29201,2025,5
10.3.4,518,29201,2025,5
10.3.5,92,29201,2025,5
10.3.6,3951,29201,2025,5
10.3.7,2312,29201,2025,5
1.1.1,3743,30201,2025,5
1.1.2,2770,30201,2025,5
1.1.3,1654,30201,2025,5
1.1.4,580,30201,2025,5
1.2.1,2701,30201,2025,5
1.2.2,777,30201,2025,5
1.2.3,499,30201,2025,5
1.2.4,499,30201,2025,5
1.3.1,10510,30201,2025,5
1.3.2,1577,30201,2025,5
1.4.1,1145,30201,2025,5
1.4.2,1318,30201,2025,5
1.4.3,1529,30201,2025,5
1.5.1,5641,30201,2025,5
1.5.2,486,30201,2025,5
1.5.3,879,30201,2025,5
1.5.4,930,30201,2025,5
1.6.1,1341,30201,2025,5
1.6.2,186,30201,2025,5
1.7.1,352,30201,2025,5
1.7.2,3400,30201,2025,5
1.9.1,4733,30201,2025,5
1.9.2,7279,30201,2025,5
1.10.1,813,30201,2025,5
1.10.2,1173,30201,2025,5
1.10.3,2311,30201,2025,5
1.12.1,15273,30201,2025,5
1.12.2,0,30201,2025,5
2.2.1,1353,30201,2025,5
2.2.2,830,30201,2025,5
4.1.1,603,30201,2025,5
4.1.2,3415,30201,2025,5
4.1.3,95,30201,2025,5
5.2.1,677,30201,2025,5
5.2.2,999,30201,2025,5
5.2.3,676,30201,2025,5
5.3.1,1301,30201,2025,5
5.3.2,1200,30201,2025,5
5.3.3,70,30201,2025,5
5.4.1,203,30201,2025,5
5.4.2,402,30201,2025,5
5.4.3,53,30201,2025,5
7.2.1,0,30201,2025,5
7.2.2,0,30201,2025,5
7.2.3,18832,30201,2025,5
9.4.1,1027,30201,2025,5
9.4.2,0,30201,2025,5
9.4.3,2986,30201,2025,5
9.4.4,8447,30201,2025,5
10.1.1,2216,30201,2025,5
10.1.2,4876,30201,2025,5
10.1.3,800,30201,2025,5
10.1.4,1962,30201,2025,5
10.1.5,7091,30201,2025,5
10.3.1,3107,30201,2025,5
10.3.2,17,30201,2025,5
10.3.3,0,30201,2025,5
10.3.4,1857,30201,2025,5
10.3.5,0,30201,2025,5
10.3.6,3246,30201,2025,5
10.3.7,2829,30201,2025,5
1.1.1,2499,31201,2025,5
1.1.2,2311,31201,2025,5
1.1.3,2043,31201,2025,5
1.1.4,531,31201,2025,5
1.2.1,2620,31201,2025,5
1.2.2,916,31201,2025,5
1.2.3,766,31201,2025,5
1.2.4,778,31201,2025,5
1.3.1,7241,31201,2025,5
1.3.2,1658,31201,2025,5
1.4.1,1073,31201,2025,5
1.4.2,1530,31201,2025,5
1.4.3,1142,31201,2025,5
1.5.1,5680,31201,2025,5
1.5.2,1648,31201,2025,5
1.5.3,981,31201,2025,5
1.5.4,966,31201,2025,5
1.6.1,1627,31201,2025,5
1.6.2,194,31201,2025,5
1.7.1,440,31201,2025,5
1.7.2,3695,31201,2025,5
1.9.1,4921,31201,2025,5
1.9.2,6214,31201,2025,5
1.10.1,704,31201,2025,5
1.10.2,1480,31201,2025,5
1.10.3,2867,31201,2025,5
1.12.1,12965,31201,2025,5
1.12.2,586,31201,2025,5
2.2.1,529,31201,2025,5
2.2.2,650,31201,2025,5
4.1.1,2795,31201,2025,5
4.1.2,909,31201,2025,5
4.1.3,0,31201,2025,5
5.2.1,921,31201,2025,5
5.2.2,1320,31201,2025,5
5.2.3,142,31201,2025,5
5.3.1,981,31201,2025,5
5.3.2,1436,31201,2025,5
5.3.3,185,31201,2025,5
5.4.1,127,31201,2025,5
5.4.2,388,31201,2025,5
5.4.3,253,31201,2025,5
7.2.1,0,31201,2025,5
7.2.2,0,31201,2025,5
7.2.3,18830,31201,2025,5
9.4.1,3443,31201,2025,5
9.4.2,2949,31201,2025,5
9.4.3,1510,31201,2025,5
9.4.4,9105,31201,2025,5
10.1.1,2756,31201,2025,5
10.1.2,6423,31201,2025,5
10.1.3,5103,31201,2025,5
10.1.4,500,31201,2025,5
10.1.5,15439,31201,2025,5
10.3.1,2643,31201,2025,5
10.3.2,217,31201,2025,5
10.3.3,1824,31201,2025,5
10.3.4,215,31201,2025,5
10.3.5,160,31201,2025,5
10.3.6,9395,31201,2025,5
10.3.7,3179,31201,2025,5
1.1.1,2250,32201,2025,5
1.1.2,2751,32201,2025,5
1.1.3,2096,32201,2025,5
1.1.4,546,32201,2025,5
1.2.1,3397,32201,2025,5
1.2.2,1000,32201,2025,5
1.2.3,728,32201,2025,5
1.2.4,1019,32201,2025,5
1.3.1,8956,32201,2025,5
1.3.2,2214,32201,2025,5
1.4.1,1348,32201,2025,5
1.4.2,1971,32201,2025,5
1.4.3,1373,32201,2025,5
1.5.1,6699,32201,2025,5
1.5.2,819,32201,2025,5
1.5.3,1143,32201,2025,5
1.5.4,959,32201,2025,5
1.6.1,2306,32201,2025,5
1.6.2,246,32201,2025,5
1.7.1,563,32201,2025,5
1.7.2,3639,32201,2025,5
1.9.1,6072,32201,2025,5
1.9.2,6839,32201,2025,5
1.10.1,706,32201,2025,5
1.10.2,1424,32201,2025,5
1.10.3,3417,32201,2025,5
1.12.1,17782,32201,2025,5
1.12.2,1929,32201,2025,5
2.2.1,510,32201,2025,5
2.2.2,713,32201,2025,5
4.1.1,99,32201,2025,5
4.1.2,558,32201,2025,5
4.1.3,0,32201,2025,5
5.2.1,2905,32201,2025,5
5.2.2,3131,32201,2025,5
5.2.3,576,32201,2025,5
5.3.1,1409,32201,2025,5
5.3.2,2428,32201,2025,5
5.3.3,258,32201,2025,5
5.4.1,245,32201,2025,5
5.4.2,398,32201,2025,5
5.4.3,116,32201,2025,5
7.2.1,65711,32201,2025,5
7.2.2,0,32201,2025,5
7.2.3,26461,32201,2025,5
9.4.1,1136,32201,2025,5
9.4.2,249,32201,2025,5
9.4.3,3326,32201,2025,5
9.4.4,8519,32201,2025,5
10.1.1,2320,32201,2025,5
10.1.2,5467,32201,2025,5
10.1.3,2105,32201,2025,5
10.1.4,1391,32201,2025,5
10.1.5,18680,32201,2025,5
10.3.1,3648,32201,2025,5
10.3.2,77,32201,2025,5
10.3.3,538,32201,2025,5
10.3.4,408,32201,2025,5
10.3.5,479,32201,2025,5
10.3.6,2720,32201,2025,5
10.3.7,6208,32201,2025,5
1.1.1,3335,33100,2025,5
1.1.2,3544,33100,2025,5
1.1.3,1908,33100,2025,5
1.1.4,428,33100,2025,5
1.2.1,2944,33100,2025,5
1.2.2,916,33100,2025,5
1.2.3,585,33100,2025,5
1.2.4,707,33100,2025,5
1.3.1,8406,33100,2025,5
1.3.2,1313,33100,2025,5
1.4.1,1676,33100,2025,5
1.4.2,2195,33100,2025,5
1.4.3,1090,33100,2025,5
1.5.1,5584,33100,2025,5
1.5.2,853,33100,2025,5
1.5.3,1022,33100,2025,5
1.5.4,836,33100,2025,5
1.6.1,1714,33100,2025,5
1.6.2,332,33100,2025,5
1.7.1,353,33100,2025,5
1.7.2,3513,33100,2025,5
1.9.1,5371,33100,2025,5
1.9.2,6130,33100,2025,5
1.10.1,1181,33100,2025,5
1.10.2,1080,33100,2025,5
1.10.3,3121,33100,2025,5
1.12.1,16400,33100,2025,5
1.12.2,827,33100,2025,5
2.2.1,329,33100,2025,5
2.2.2,81,33100,2025,5
4.1.1,2450,33100,2025,5
4.1.2,231,33100,2025,5
4.1.3,5741,33100,2025,5
5.2.1,2138,33100,2025,5
5.2.2,2201,33100,2025,5
5.2.3,1481,33100,2025,5
5.3.1,1134,33100,2025,5
5.3.2,3492,33100,2025,5
5.3.3,815,33100,2025,5
5.4.1,270,33100,2025,5
5.4.2,897,33100,2025,5
5.4.3,230,33100,2025,5
7.2.1,0,33100,2025,5
7.2.2,0,33100,2025,5
7.2.3,16091,33100,2025,5
9.4.1,2342,33100,2025,5
9.4.2,5900,33100,2025,5
9.4.3,2389,33100,2025,5
9.4.4,10018,33100,2025,5
10.1.1,5164,33100,2025,5
10.1.2,6972,33100,2025,5
10.1.3,1642,33100,2025,5
10.1.4,1744,33100,2025,5
10.1.5,17411,33100,2025,5
10.3.1,3081,33100,2025,5
10.3.2,82,33100,2025,5
10.3.3,243,33100,2025,5
10.3.4,18092,33100,2025,5
10.3.5,257,33100,2025,5
10.3.6,3651,33100,2025,5
10.3.7,4168,33100,2025,5
1.1.1,2862,34100,2025,5
1.1.2,3145,34100,2025,5
1.1.3,1869,34100,2025,5
1.1.4,643,34100,2025,5
1.2.1,2852,34100,2025,5
1.2.2,789,34100,2025,5
1.2.3,443,34100,2025,5
1.2.4,809,34100,2025,5
1.3.1,8905,34100,2025,5
1.3.2,1739,34100,2025,5
1.4.1,1424,34100,2025,5
1.4.2,1819,34100,2025,5
1.4.3,1470,34100,2025,5
1.5.1,6072,34100,2025,5
1.5.2,952,34100,2025,5
1.5.3,942,34100,2025,5
1.5.4,884,34100,2025,5
1.6.1,2158,34100,2025,5
1.6.2,313,34100,2025,5
1.7.1,582,34100,2025,5
1.7.2,3835,34100,2025,5
1.9.1,6677,34100,2025,5
1.9.2,5922,34100,2025,5
1.10.1,1176,34100,2025,5
1.10.2,1969,34100,2025,5
1.10.3,4376,34100,2025,5
1.12.1,17394,34100,2025,5
1.12.2,623,34100,2025,5
2.2.1,220,34100,2025,5
2.2.2,130,34100,2025,5
4.1.1,492,34100,2025,5
4.1.2,260,34100,2025,5
4.1.3,1435,34100,2025,5
5.2.1,1527,34100,2025,5
5.2.2,1217,34100,2025,5
5.2.3,946,34100,2025,5
5.3.1,1416,34100,2025,5
5.3.2,1020,34100,2025,5
5.3.3,240,34100,2025,5
5.4.1,238,34100,2025,5
5.4.2,222,34100,2025,5
5.4.3,51,34100,2025,5
7.2.1,91198,34100,2025,5
7.2.2,709,34100,2025,5
7.2.3,27431,34100,2025,5
9.4.1,511,34100,2025,5
9.4.2,4415,34100,2025,5
9.4.3,2579,34100,2025,5
9.4.4,11757,34100,2025,5
10.1.1,4318,34100,2025,5
10.1.2,7981,34100,2025,5
10.1.3,7397,34100,2025,5
10.1.4,2484,34100,2025,5
10.1.5,14367,34100,2025,5
10.3.1,5901,34100,2025,5
10.3.2,704,34100,2025,5
10.3.3,383,34100,2025,5
10.3.4,1727,34100,2025,5
10.3.5,413,34100,2025,5
10.3.6,2085,34100,2025,5
10.3.7,7156,34100,2025,5
1.1.1,2802,35203,2025,5
1.1.2,3903,35203,2025,5
1.1.3,1830,35203,2025,5
1.1.4,552,35203,2025,5
1.2.1,2334,35203,2025,5
1.2.2,937,35203,2025,5
1.2.3,751,35203,2025,5
1.2.4,998,35203,2025,5
1.3.1,7835,35203,2025,5
1.3.2,1774,35203,2025,5
1.4.1,1362,35203,2025,5
1.4.2,2149,35203,2025,5
1.4.3,1501,35203,2025,5
1.5.1,5406,35203,2025,5
1.5.2,551,35203,2025,5
1.5.3,1231,35203,2025,5
1.5.4,967,35203,2025,5
1.6.1,2357,35203,2025,5
1.6.2,687,35203,2025,5
1.7.1,630,35203,2025,5
1.7.2,3987,35203,2025,5
1.9.1,6395,35203,2025,5
1.9.2,6850,35203,2025,5
1.10.1,1280,35203,2025,5
1.10.2,1606,35203,2025,5
1.10.3,3887,35203,2025,5
1.12.1,10971,35203,2025,5
1.12.2,778,35203,2025,5
2.2.1,593,35203,2025,5
2.2.2,175,35203,2025,5
4.1.1,3432,35203,2025,5
4.1.2,1626,35203,2025,5
4.1.3,0,35203,2025,5
5.2.1,1756,35203,2025,5
5.2.2,2403,35203,2025,5
5.2.3,242,35203,2025,5
5.3.1,1400,35203,2025,5
5.3.2,2013,35203,2025,5
5.3.3,137,35203,2025,5
5.4.1,168,35203,2025,5
5.4.2,1120,35203,2025,5
5.4.3,102,35203,2025,5
7.2.1,0,35203,2025,5
7.2.2,0,35203,2025,5
7.2.3,29653,35203,2025,5
9.4.1,3772,35203,2025,5
9.4.2,2970,35203,2025,5
9.4.3,1867,35203,2025,5
9.4.4,10319,35203,2025,5
10.1.1,4460,35203,2025,5
10.1.2,8397,35203,2025,5
10.1.3,1065,35203,2025,5
10.1.4,2278,35203,2025,5
10.1.5,13952,35203,2025,5
10.3.1,4681,35203,2025,5
10.3.2,475,35203,2025,5
10.3.3,503,35203,2025,5
10.3.4,493,35203,2025,5
10.3.5,1789,35203,2025,5
10.3.6,997,35203,2025,5
10.3.7,3088,35203,2025,5
1.1.1,2726,36201,2025,5
1.1.2,2636,36201,2025,5
1.1.3,1356,36201,2025,5
1.1.4,425,36201,2025,5
1.2.1,2070,36201,2025,5
1.2.2,920,36201,2025,5
1.2.3,662,36201,2025,5
1.2.4,853,36201,2025,5
1.3.1,7353,36201,2025,5
1.3.2,1428,36201,2025,5
1.4.1,1406,36201,2025,5
1.4.2,2697,36201,2025,5
1.4.3,1198,36201,2025,5
1.5.1,5638,36201,2025,5
1.5.2,711,36201,2025,5
1.5.3,1078,36201,2025,5
1.5.4,730,36201,2025,5
1.6.1,1543,36201,2025,5
1.6.2,163,36201,2025,5
1.7.1,511,36201,2025,5
1.7.2,3812,36201,2025,5
1.9.1,4414,36201,2025,5
1.9.2,5327,36201,2025,5
1.10.1,1281,36201,2025,5
1.10.2,1024,36201,2025,5
1.10.3,3223,36201,2025,5
1.12.1,14824,36201,2025,5
1.12.2,2423,36201,2025,5
2.2.1,172,36201,2025,5
2.2.2,435,36201,2025,5
4.1.1,34,36201,2025,5
4.1.2,213,36201,2025,5
4.1.3,145,36201,2025,5
5.2.1,1220,36201,2025,5
5.2.2,2391,36201,2025,5
5.2.3,957,36201,2025,5
5.3.1,2247,36201,2025,5
5.3.2,1580,36201,2025,5
5.3.3,143,36201,2025,5
5.4.1,169,36201,2025,5
5.4.2,627,36201,2025,5
5.4.3,150,36201,2025,5
7.2.1,0,36201,2025,5
7.2.2,0,36201,2025,5
7.2.3,19467,36201,2025,5
9.4.1,917,36201,2025,5
9.4.2,3634,36201,2025,5
9.4.3,3772,36201,2025,5
9.4.4,8972,36201,2025,5
10.1.1,3670,36201,2025,5
10.1.2,5295,36201,2025,5
10.1.3,2080,36201,2025,5
10.1.4,1301,36201,2025,5
10.1.5,19269,36201,2025,5
10.3.1,4950,36201,2025,5
10.3.2,343,36201,2025,5
10.3.3,598,36201,2025,5
10.3.4,644,36201,2025,5
10.3.5,120,36201,2025,5
10.3.6,1283,36201,2025,5
10.3.7,3502,36201,2025,5
1.1.1,2058,37201,2025,5
1.1.2,3256,37201,2025,5
1.1.3,1905,37201,2025,5
1.1.4,497,37201,2025,5
1.2.1,2492,37201,2025,5
1.2.2,566,37201,2025,5
1.2.3,480,37201,2025,5
1.2.4,555,37201,2025,5
1.3.1,8084,37201,2025,5
1.3.2,1316,37201,2025,5
1.4.1,1149,37201,2025,5
1.4.2,2701,37201,2025,5
1.4.3,1221,37201,2025,5
1.5.1,5476,37201,2025,5
1.5.2,648,37201,2025,5
1.5.3,1131,37201,2025,5
1.5.4,895,37201,2025,5
1.6.1,2117,37201,2025,5
1.6.2,228,37201,2025,5
1.7.1,456,37201,2025,5
1.7.2,3642,37201,2025,5
1.9.1,5120,37201,2025,5
1.9.2,6139,37201,2025,5
1.10.1,1174,37201,2025,5
1.10.2,1655,37201,2025,5
1.10.3,3433,37201,2025,5
1.12.1,14491,37201,2025,5
1.12.2,1055,37201,2025,5
2.2.1,4161,37201,2025,5
2.2.2,2083,37201,2025,5
4.1.1,1501,37201,2025,5
4.1.2,263,37201,2025,5
4.1.3,0,37201,2025,5
5.2.1,2496,37201,2025,5
5.2.2,1325,37201,2025,5
5.2.3,327,37201,2025,5
5.3.1,1634,37201,2025,5
5.3.2,1438,37201,2025,5
5.3.3,514,37201,2025,5
5.4.1,148,37201,2025,5
5.4.2,301,37201,2025,5
5.4.3,176,37201,2025,5
7.2.1,82160,37201,2025,5
7.2.2,874,37201,2025,5
7.2.3,28117,37201,2025,5
9.4.1,430,37201,2025,5
9.4.2,42,37201,2025,5
9.4.3,2715,37201,2025,5
9.4.4,10104,37201,2025,5
10.1.1,3828,37201,2025,5
10.1.2,6298,37201,2025,5
10.1.3,2564,37201,2025,5
10.1.4,1449,37201,2025,5
10.1.5,18409,37201,2025,5
10.3.1,2652,37201,2025,5
10.3.2,190,37201,2025,5
10.3.3,472,37201,2025,5
10.3.4,452,37201,2025,5
10.3.5,1641,37201,2025,5
10.3.6,4145,37201,2025,5
10.3.7,3448,37201,2025,5
1.1.1,1873,38201,2025,5
1.1.2,3436,38201,2025,5
1.1.3,2140,38201,2025,5
1.1.4,476,38201,2025,5
1.2.1,2335,38201,2025,5
1.2.2,561,38201,2025,5
1.2.3,665,38201,2025,5
1.2.4,443,38201,2025,5
1.3.1,6929,38201,2025,5
1.3.2,1641,38201,2025,5
1.4.1,1342,38201,2025,5
1.4.2,1717,38201,2025,5
1.4.3,1108,38201,2025,5
1.5.1,4854,38201,2025,5
1.5.2,571,38201,2025,5
1.5.3,929,38201,2025,5
1.5.4,776,38201,2025,5
1.6.1,1727,38201,2025,5
1.6.2,259,38201,2025,5
1.7.1,381,38201,2025,5
1.7.2,3092,38201,2025,5
1.9.1,5552,38201,2025,5
1.9.2,7234,38201,2025,5
1.10.1,629,38201,2025,5
1.10.2,1382,38201,2025,5
1.10.3,3436,38201,2025,5
1.12.1,17433,38201,2025,5
1.12.2,1756,38201,2025,5
2.2.1,91,38201,2025,5
2.2.2,1437,38201,2025,5
4.1.1,156,38201,2025,5
4.1.2,4947,38201,2025,5
4.1.3,75,38201,2025,5
5.2.1,1930,38201,2025,5
5.2.2,2182,38201,2025,5
5.2.3,406,38201,2025,5
5.3.1,1828,38201,2025,5
5.3.2,1185,38201,2025,5
5.3.3,822,38201,2025,5
5.4.1,185,38201,2025,5
5.4.2,634,38201,2025,5
5.4.3,203,38201,2025,5
7.2.1,71353,38201,2025,5
7.2.2,0,38201,2025,5
7.2.3,35563,38201,2025,5
9.4.1,186,38201,2025,5
9.4.2,0,38201,2025,5
9.4.3,11493,38201,2025,5
9.4.4,6425,38201,2025,5
10.1.1,3280,38201,2025,5
10.1.2,6565,38201,2025,5
10.1.3,1536,38201,2025,5
10.1.4,2151,38201,2025,5
10.1.5,10144,38201,2025,5
10.3.1,5573,38201,2025,5
10.3.2,488,38201,2025,5
10.3.3,254,38201,2025,5
10.3.4,967,38201,2025,5
10.3.5,645,38201,2025,5
10.3.6,16350,38201,2025,5
10.3.7,4363,38201,2025,5
1.1.1,1980,39201,2025,5
1.1.2,2327,39201,2025,5
1.1.3,1355,39201,2025,5
1.1.4,415,39201,2025,5
1.2.1,2338,39201,2025,5
1.2.2,575,39201,2025,5
1.2.3,500,39201,2025,5
1.2.4,449,39201,2025,5
1.3.1,6012,39201,2025,5
1.3.2,1162,39201,2025,5
1.4.1,709,39201,2025,5
1.4.2,1846,39201,2025,5
1.4.3,1174,39201,2025,5
1.5.1,4446,39201,2025,5
1.5.2,458,39201,2025,5
1.5.3,737,39201,2025,5
1.5.4,785,39201,2025,5
1.6.1,1482,39201,2025,5
1.6.2,125,39201,2025,5
1.7.1,278,39201,2025,5
1.7.2,2828,39201,2025,5
1.9.1,5359,39201,2025,5
1.9.2,5037,39201,2025,5
1.10.1,933,39201,2025,5
1.10.2,956,39201,2025,5
1.10.3,2938,39201,2025,5
1.12.1,14939,39201,2025,5
1.12.2,2129,39201,2025,5
2.2.1,315,39201,2025,5
2.2.2,993,39201,2025,5
4.1.1,3420,39201,2025,5
4.1.2,95,39201,2025,5
4.1.3,0,39201,2025,5
5.2.1,2014,39201,2025,5
5.2.2,1090,39201,2025,5
5.2.3,519,39201,2025,5
5.3.1,231,39201,2025,5
5.3.2,1544,39201,2025,5
5.3.3,353,39201,2025,5
5.4.1,87,39201,2025,5
5.4.2,554,39201,2025,5
5.4.3,198,39201,2025,5
7.2.1,0,39201,2025,5
7.2.2,0,39201,2025,5
7.2.3,24082,39201,2025,5
9.4.1,940,39201,2025,5
9.4.2,812,39201,2025,5
9.4.3,2447,39201,2025,5
9.4.4,8433,39201,2025,5
10.1.1,2080,39201,2025,5
10.1.2,6099,39201,2025,5
10.1.3,2626,39201,2025,5
10.1.4,648,39201,2025,5
10.1.5,14844,39201,2025,5
10.3.1,4901,39201,2025,5
10.3.2,755,39201,2025,5
10.3.3,702,39201,2025,5
10.3.4,1896,39201,2025,5
10.3.5,598,39201,2025,5
10.3.6,7343,39201,2025,5
10.3.7,6358,39201,2025,5
1.1.1,4529,40130,2025,5
1.1.2,2754,40130,2025,5
1.1.3,1961,40130,2025,5
1.1.4,609,40130,2025,5
1.2.1,1897,40130,2025,5
1.2.2,792,40130,2025,5
1.2.3,539,40130,2025,5
1.2.4,541,40130,2025,5
1.3.1,7693,40130,2025,5
1.3.2,1778,40130,2025,5
1.4.1,1114,40130,2025,5
1.4.2,1901,40130,2025,5
1.4.3,1245,40130,2025,5
1.5.1,5286,40130,2025,5
1.5.2,752,40130,2025,5
1.5.3,923,40130,2025,5
1.5.4,666,40130,2025,5
1.6.1,1906,40130,2025,5
1.6.2,213,40130,2025,5
1.7.1,369,40130,2025,5
1.7.2,3764,40130,2025,5
1.9.1,5004,40130,2025,5
1.9.2,7481,40130,2025,5
1.10.1,886,40130,2025,5
1.10.2,1409,40130,2025,5
1.10.3,2905,40130,2025,5
1.12.1,20380,40130,2025,5
1.12.2,452,40130,2025,5
2.2.1,60,40130,2025,5
2.2.2,631,40130,2025,5
4.1.1,1459,40130,2025,5
4.1.2,14,40130,2025,5
4.1.3,721,40130,2025,5
5.2.1,1448,40130,2025,5
5.2.2,2935,40130,2025,5
5.2.3,786,40130,2025,5
5.3.1,965,40130,2025,5
5.3.2,1246,40130,2025,5
5.3.3,140,40130,2025,5
5.4.1,285,40130,2025,5
5.4.2,972,40130,2025,5
5.4.3,79,40130,2025,5
7.2.1,0,40130,2025,5
7.2.2,0,40130,2025,5
7.2.3,12586,40130,2025,5
9.4.1,3629,40130,2025,5
9.4.2,8274,40130,2025,5
9.4.3,4752,40130,2025,5
9.4.4,10714,40130,2025,5
10.1.1,5307,40130,2025,5
10.1.2,5649,40130,2025,5
10.1.3,2029,40130,2025,5
10.1.4,1053,40130,2025,5
10.1.5,13830,40130,2025,5
10.3.1,3945,40130,2025,5
10.3.2,127,40130,2025,5
10.3.3,55,40130,2025,5
10.3.4,1971,40130,2025,5
10.3.5,925,40130,2025,5
10.3.6,4712,40130,2025,5
10.3.7,4157,40130,2025,5
1.1.1,3265,41201,2025,5
1.1.2,3223,41201,2025,5
1.1.3,1718,41201,2025,5
1.1.4,423,41201,2025,5
1.2.1,2807,41201,2025,5
1.2.2,685,41201,2025,5
1.2.3,745,41201,2025,5
1.2.4,455,41201,2025,5
1.3.1,7408,41201,2025,5
1.3.2,1464,41201,2025,5
1.4.1,876,41201,2025,5
1.4.2,1835,41201,2025,5
1.4.3,980,41201,2025,5
1.5.1,5834,41201,2025,5
1.5.2,988,41201,2025,5
1.5.3,1182,41201,2025,5
1.5.4,1032,41201,2025,5
1.6.1,1887,41201,2025,5
1.6.2,504,41201,2025,5
1.7.1,423,41201,2025,5
1.7.2,3484,41201,2025,5
1.9.1,6828,41201,2025,5
1.9.2,7643,41201,2025,5
1.10.1,1417,41201,2025,5
1.10.2,1161,41201,2025,5
1.10.3,3447,41201,2025,5
1.12.1,16630,41201,2025,5
1.12.2,1818,41201,2025,5
2.2.1,102,41201,2025,5
2.2.2,750,41201,2025,5
4.1.1,625,41201,2025,5
4.1.2,3607,41201,2025,5
4.1.3,0,41201,2025,5
5.2.1,188,41201,2025,5
5.2.2,1655,41201,2025,5
5.2.3,197,41201,2025,5
5.3.1,920,41201,2025,5
5.3.2,1433,41201,2025,5
5.3.3,264,41201,2025,5
5.4.1,69,41201,2025,5
5.4.2,403,41201,2025,5
5.4.3,87,41201,2025,5
7.2.1,0,41201,2025,5
7.2.2,0,41201,2025,5
7.2.3,32109,41201,2025,5
9.4.1,1734,41201,2025,5
9.4.2,2897,41201,2025,5
9.4.3,3580,41201,2025,5
9.4.4,10115,41201,2025,5
10.1.1,4587,41201,2025,5
10.1.2,4976,41201,2025,5
10.1.3,1203,41201,2025,5
10.1.4,2563,41201,2025,5
10.1.5,19573,41201,2025,5
10.3.1,5024,41201,2025,5
10.3.2,339,41201,2025,5
10.3.3,1471,41201,2025,5
10.3.4,3295,41201,2025,5
10.3.5,104,41201,2025,5
10.3.6,3756,41201,2025,5
10.3.7,4851,41201,2025,5
1.1.1,5091,42201,2025,5
1.1.2,3586,42201,2025,5
1.1.3,2082,42201,2025,5
1.1.4,570,42201,2025,5
1.2.1,3471,42201,2025,5
1.2.2,1196,42201,2025,5
1.2.3,887,42201,2025,5
1.2.4,818,42201,2025,5
1.3.1,9336,42201,2025,5
1.3.2,2117,42201,2025,5
1.4.1,1321,42201,2025,5
1.4.2,1879,42201,2025,5
1.4.3,1305,42201,2025,5
1.5.1,6192,42201,2025,5
1.5.2,748,42201,2025,5
1.5.3,1096,42201,2025,5
1.5.4,1082,42201,2025,5
1.6.1,2045,42201,2025,5
1.6.2,262,42201,2025,5
1.7.1,442,42201,2025,5
1.7.2,4387,42201,2025,5
